stage,data_size,stage,data_size,
BEFORE VACUUM,1693 MB,AFTER VACUUM,1693 MB,
,,,,
,,,,
relname,n_live_tup,n_dead_tup,last_vacuum,vacuum_count
user_sessions,4996832,0,2026-02-21 17:45:29.28396+05,1
,,,,
,,,,
table_size,live_tuples,dead_tuples,dead_pct,free_pct
1693 MB,5000000,0,0,49.52
