DateT,Servername,Database_Name,Index_Details
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CHire_CandidateExperience_STG_CURR') AND NAME ='INDXC_C
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.MSsavedforeignkeyextendedproperties') AND NAME ='ci_MSs
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.MSsavedforeignkeyextendedproperties') AND NAME ='nci_MS
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CHire_CandidateEducation_STG_CURR') AND NAME ='INDXC_CH
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Project_MIG') AND NAME ='INDXC_Centra
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_Company_Master_MIG') AND NAME ='INXC_
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CentralRepository_RHMS_RoleDetails_MIG') AND NAME ='IND
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PS_JOBCODE_TBL_STG_CURR') AND NAME ='INDXC_HCM_PS_J
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PS_JOBCODE_TBL_STG_CURR') AND NAME ='INDXC_HCM_PS_J
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PS_JOBCODE_TBL_STG_CURR') AND NAME ='INDXC_HCM_PS_J
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CHire_CandidateRequisitionMapping_STG_CURR') AND NAME =
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.CHire_CandidateRequisitionMapping_STG_CURR') AND NAME =
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PS_CT_MA_EMP_CMPY_STG_CURR') AND NAME ='INXC_HCM_PS
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PF_SKILL_CAT_ITEMS_STG_CURR_MIG') AND NAME ='INDXC_
Mar 11 2025 11:20PM,ctsazsimibcapps1.inso1a101c37461fa.database.windows.net,CentralRepository,IF NOT EXISTS(SELECT 1 FROM sys.indexes WHERE object_id = object_id('dbo.HCM_PF_SKILL_CAT_ITEMS_STG_CURR_MIG') AND NAME ='INDXC_
